,-0.9,-0.8,-0.7,-0.6,-0.5,-0.4,-0.29999999999999993,-0.19999999999999996,-0.09999999999999998,0.0,0.09999999999999998,0.20000000000000007,0.30000000000000016,0.4,0.5000000000000001,0.6,0.7000000000000001,0.8000000000000002,0.9
rho,-0.904761904761905,-0.8952380952380954,-0.8095238095238096,-0.6396190476190475,-0.6159999999999998,-0.5259047619047619,-0.42895238095238114,-0.3177142857142858,-0.22361904761904766,-0.04761904761904767,0.016571428571428442,0.05790476190476175,0.1432380952380952,0.27714285714285714,0.3333333333333332,0.42876190476190457,0.6184761904761904,0.619047619047619,0.8093333333333332
alpha1Fix,0.17352402647026538,0.14292133260886764,0.1262189054663644,0.12612618987986088,0.14583280833450782,0.17201744112826123,0.17058316277875576,0.15265636725031415,0.13980858391857628,0.14610950795455926,0.16237311134407298,0.14261617852458627,0.24168062545224644,0.15337423880219514,0.18032626605987712,0.17695178629557712,0.21825360625667253,0.1450610921966859,0.1417418138396985
alpha2Fix,-0.41335543737002484,-0.40494506826104903,-0.4031091806143586,-0.3795159522464427,-0.40497688999273523,-0.4424130179044789,-0.41952377941554025,-0.4213733509596625,-0.3740065946802006,-0.4749832770269914,-0.45161004320857845,-0.49393877197715735,-0.41925543921035446,-0.4440796367198047,-0.46818590473120114,-0.43838251175540344,-0.4873442442015474,-0.4527070253643197,-0.36607908940139355
alpha3Fix,0.3207303278094903,0.309174370551035,0.3294080975773816,0.3149561705560399,0.3072461365789766,0.3459518362213402,0.3693996914352683,0.33868564777610266,0.3225258179772533,0.31038699147672055,0.34195364643805126,0.3707925126036006,0.379037880129412,0.3971647385176004,0.37363344876697335,0.31393138279216437,0.32539509647191184,0.378418427223684,0.26363834449616613
alpha4Fix,0.10381924507449174,0.10255547581046989,0.09994038108955991,0.038308691293391914,0.08280831913724006,0.10564685358820834,0.05749502498066937,0.054612540560789666,0.03605613759000626,0.05609819777629417,0.0800263611082662,0.05315200323667242,0.10681063640101618,0.06174946053374222,0.11512727992925192,0.045451399103782465,0.12893325174021497,0.05799720484727723,0.07238537486618259
beta1RndMean,0.11428580799777548,0.08736965208823279,0.12120889209416359,0.09109937005779412,0.015474796668958813,0.0529661191818136,0.0618573863841078,0.05969858561805034,0.0935714983915031,0.050143120876703966,0.061460871332192225,0.17985475702665335,0.09813035704820856,0.06989046472001606,0.053047871552271565,0.027248818461036974,0.09225028163038189,0.1138169518889003,0.08271409744776227
beta1RndStd,0.29351338069250105,0.230708728965827,0.2903498808267624,0.2576902615943117,0.27967570418275556,0.28607831580213194,0.28762456975333806,0.28796413519882186,0.32321232995676624,0.32985993459107316,0.3059102262758015,0.326969729014334,0.3287906547942598,0.3297555836733125,0.3485487622941159,0.2838721209767066,0.3312055735355415,0.30687450344129746,0.2558340564875202
beta2RndMean,-1.657408381464214,-1.488232352465875,-1.689200072257028,-1.634203059207441,-1.6749468027400267,-1.5850560248064094,-1.6746118000237167,-1.6449184638943366,-1.9004998504086583,-1.7679364136004982,-1.7597336935255394,-1.9122271213815811,-1.8729070173811502,-1.8510800647225691,-1.9738951731329646,-1.81641937395366,-1.5671289472561756,-1.699715468569605,-1.3680284346580187
beta2RndStd,0.558694299199735,0.5411564630834377,0.555895537569385,0.5290756678295643,0.6450618564718248,0.4939328322494885,0.5831330902260368,0.5346960730764799,0.6469326219669888,0.5762441969843162,0.6247030743847319,0.5892041705868125,0.6290210632994532,0.5668044981993535,0.5172932704408543,0.5248460803835249,0.49288235785483075,0.5865280652813851,0.4997851050908372
