,-0.9,-0.8,-0.7,-0.6,-0.5,-0.4,-0.29999999999999993,-0.19999999999999996,-0.09999999999999998,0.0,0.09999999999999998,0.20000000000000007,0.30000000000000016,0.4,0.5000000000000001,0.6,0.7000000000000001,0.8000000000000002,0.9
rho,-0.9249425742574258,-0.7992158415841585,-0.7107722772277226,-0.6036554455445544,-0.5169623762376238,-0.43124752475247524,-0.2966336633663366,-0.21675643564356434,-0.09006336633663364,-0.020138613861386153,0.08480792079207927,0.1762970297029702,0.27337821782178223,0.3595366336633665,0.47661386138613854,0.5636435643564356,0.6589584158415841,0.7617584158415841,0.8613861386138615
alpha1Fix,0.1760838842263129,0.1826231081262793,0.16670526946602848,0.17782461077984707,0.14964217254586443,0.14662716303393467,0.17753214956025326,0.18572529263235094,0.13515526195195085,0.17669548816376723,0.19683049807325564,0.12123127192726965,0.18235706069587093,0.20196331582898874,0.24048202808015295,0.16987550699826864,0.16963979910714036,0.1365500103559747,0.09170880375711479
alpha2Fix,-0.40624068634362864,-0.42639504823033547,-0.4406631771403343,-0.4729530980648069,-0.4522208235225522,-0.37980962228682175,-0.4494969246472392,-0.4017308542142514,-0.4170328257464265,-0.44763660153187773,-0.4220881207775631,-0.4044597492816599,-0.43197781448489003,-0.49283396950116604,-0.3805419379866044,-0.4129455948624209,-0.4329181279567538,-0.347342437598616,-0.26381663586437043
alpha3Fix,0.33130897214454036,0.30712072035816756,0.339751450085627,0.31496412037525356,0.28515143101297746,0.34659422084075253,0.31705757357371683,0.352792360997677,0.3343730637339074,0.36592798368971946,0.31217728480582074,0.3718575545077634,0.32438249474221365,0.37484830010621567,0.3543055440543187,0.31724664829844934,0.32819418561139413,0.28031980634305936,0.2320649901292708
alpha4Fix,0.03607174002464124,0.07760406352079023,0.04654459996792789,0.04704828597939053,0.07508631843011558,0.07965480169559289,0.09092355714038122,0.08204549616559823,0.04911128530823076,0.05316303601021421,0.0500426480412558,0.0697506154138496,0.05411680785451924,0.04677225172429379,0.1120380592942849,0.060789812753529904,0.04397361922228521,0.04146971476793044,0.04527953112242227
beta1RndMean,0.0631689108364586,0.050168162973314584,0.07477419413061857,0.07016968536446286,0.03413199281469364,0.04243771808327362,0.05611588538225892,0.1652777373828571,0.0753643252781583,0.17046625772102728,0.0907341239289161,0.10663479724745298,0.07814636611597835,0.06951723908593974,0.10675408241405353,0.029400171388661345,0.0993810957404085,0.059601320043430495,0.0480833713594802
beta1RndStd,0.23664993762079356,0.3116758364173529,0.26552151170418536,0.264989474083218,0.29997908476552543,0.270752272743232,0.2947815058625463,0.28668362268899944,0.28031636678591976,0.28810262494019634,0.31459248939718054,0.2759817814387523,0.2731646854773447,0.2913094631990207,0.2854023797148076,0.3194814930126945,0.25658636614246416,0.22698492194979936,0.2383158641075019
beta2RndMean,-1.6749750819881963,-1.7304669364735266,-1.6685043993054023,-1.6321074338958954,-1.7779364415710253,-1.7001120921201502,-1.7346472559782828,-1.774482557070618,-1.8035621299573286,-1.7447370434773692,-1.612011597958326,-1.9154787522450267,-1.5924662926918653,-1.75186468014798,-1.7816336829196324,-1.7561501589650084,-1.558323540352997,-1.3629124394711465,-1.318663789051719
beta2RndStd,0.5217699512887484,0.5506734151546625,0.5632461617457352,0.5562403004513983,0.6466698403990551,0.6929268846191172,0.494314724589277,0.5019609410993012,0.5849434216060012,0.5771276640779687,0.5896768327057258,0.5459838506138405,0.625409970644276,0.5635943998458907,0.5926182767725986,0.506094462141705,0.5276067543576213,0.4253399663971761,0.4901631619845569
